bucket_5min,action,action_group,metric,before_mean,after_mean,delta,delta_ratio,before_bucket_count,after_bucket_count,window_status,product_family_context,confidence
2026-02-12 20:15:00,PRIORITIZE_DISCHARGE,A3,buffer_wip,9.583333333333334,8.833333333333334,-0.75,-0.07826086956521738,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:20:00,PRIORITIZE_DISCHARGE,A3,a3_to_amr_wait_p90_recent,8544.314833333332,3598.900666666667,-4945.414166666666,-0.578795873412046,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:20:00,PRIORITIZE_DISCHARGE,A3,a3_to_c2_wait_p90_recent,881.1655000000001,8811.655,7930.489500000001,9.0,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:20:00,PRIORITIZE_DISCHARGE,A3,buffer_wip,9.25,8.916666666666666,-0.3333333333333339,-0.0360360360360361,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:25:00,PRIORITIZE_DISCHARGE,A3,a3_to_amr_wait_p90_recent,9491.347,2651.8685,-6839.478499999999,-0.7206014594135057,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:25:00,PRIORITIZE_DISCHARGE,A3,a3_to_c2_wait_p90_recent,1762.3310000000001,7930.489500000001,6168.1585000000005,3.5,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:25:00,PRIORITIZE_DISCHARGE,A3,buffer_wip,8.916666666666666,9.0,0.08333333333333393,0.009345794392523431,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:30:00,PRIORITIZE_DISCHARGE,A3,a3_to_amr_wait_p90_recent,10438.379166666666,1704.8363333333334,-8733.542833333333,-0.8366761442449359,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:30:00,PRIORITIZE_DISCHARGE,A3,a3_to_c2_wait_p90_recent,2643.4965,7049.3240000000005,4405.8275,1.6666666666666667,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:30:00,PRIORITIZE_DISCHARGE,A3,buffer_wip,8.75,9.0,0.25,0.02857142857142857,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:30:00,DISPATCH_AMR,A3,a3_to_amr_wait_p90_recent,10438.379166666666,1704.8363333333334,-8733.542833333333,-0.8366761442449359,12,12,ok,MIXED_OR_NONE,Medium
2026-02-12 20:30:00,DISPATCH_AMR,A3,a3_to_c2_wait_p90_recent,2643.4965,7049.3240000000005,4405.8275,1.6666666666666667,12,12,ok,MIXED_OR_NONE,Medium
2026-02-12 20:30:00,DISPATCH_AMR,A3,buffer_wip,8.75,9.0,0.25,0.02857142857142857,12,12,ok,MIXED_OR_NONE,Medium
2026-02-12 20:35:00,PRIORITIZE_DISCHARGE,A3,a3_to_amr_wait_p90_recent,11385.411333333332,852.4181666666667,-10532.993166666665,-0.9251306657519679,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:35:00,PRIORITIZE_DISCHARGE,A3,a3_to_c2_wait_p90_recent,3524.6620000000003,6168.1585000000005,2643.4965,0.75,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:35:00,PRIORITIZE_DISCHARGE,A3,buffer_wip,8.666666666666666,9.0,0.3333333333333339,0.03846153846153853,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:40:00,PRIORITIZE_DISCHARGE,A3,a3_to_amr_wait_p90_recent,11280.284666666666,0.0,-11280.284666666666,-1.0,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:40:00,PRIORITIZE_DISCHARGE,A3,a3_to_c2_wait_p90_recent,4405.8275,5286.993,881.1655000000001,0.2,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:40:00,PRIORITIZE_DISCHARGE,A3,buffer_wip,8.583333333333334,9.0,0.4166666666666661,0.04854368932038828,12,12,ok,MIXED_OR_NONE,High
2026-02-12 20:45:00,PRIORITIZE_DISCHARGE,A3,a3_to_amr_wait_p90_recent,11175.158000000001,0.0,-11175.158000000001,-1.0,12,12,ok,HANDLE,High
