product_family,long_window_count,same_family_rail_events,other_family_rail_events,other_family_product_count_p90,overlap_wait_p90_sec_mean,other_family_ratio
HANDLE,38,37572,5046,4.300000000000004,351.77124210526324,0.11840067577080107
