lag_minutes,rail_events_after_mean,active_rail_count_after_mean,waiting_event_count_after_mean,waiting_p90_sec_after_mean
5,379.5,3.8684210526315788,3.763157894736842,127.77446052631579
10,724.0526315789474,3.8684210526315788,7.473684210526316,153.84198684210529
30,1810.3157894736842,3.8947368421052633,18.55263157894737,193.9738
