PRD_SRL_NO,PRD_PLN_NO,PRD_CD,PRD_LOT,RECE_CD,CMP_EQ_ID,start_time,end_time,processing_sec,reported_cycle_sec,manual_sec,robot_cycle_raw,PRC_CMNT,logical_process,negative_duration_flag,iqr_upper_sec,outlier_flag
PRD1000-260211022-0001,260211022,PRD1000,PRD1000-260211022,RC00,EQ01,2026-02-11 14:26:54.667,2026-02-11 14:27:26.515,31.848,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260211025-0001,260211025,PRD1000,PRD1000-260211025,RC00,EQ01,2026-02-11 14:44:02.877,2026-02-11 14:44:33.264,30.387,30.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260211027-0001,260211027,PRD1000,PRD1000-260211027,RC00,EQ01,2026-02-11 14:52:22.338,2026-02-11 14:52:54.118,31.78,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260211036-0001,260211036,PRD1000,PRD1000-260211036,RC00,EQ01,2026-02-11 16:36:39.704,2026-02-11 16:37:11.477,31.773,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260211036-0001,260211036,PRD1000,PRD1000-260211036,RC00,EQ02,2026-02-11 16:37:34.907,2026-02-11 16:38:42.038,67.131,603.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260211036-0001,260211036,PRD1000,PRD1000-260211036,RC00,EQ03,2026-02-11 16:38:54.745,2026-02-11 16:39:11.701,16.956,17.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260211036-0001,260211036,PRD1000,PRD1000-260211036,RC00,EQ04,2026-02-11 16:39:33.361,2026-02-11 16:39:35.486,2.125,2.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260211036-0001,260211036,PRD1000,PRD1000-260211036,RC00,EQ14,2026-02-11 20:09:00.067,2026-02-11 20:11:16.111,136.044,1215.0,0.0,"0,0",AMR_LD250,AMR_LD250,False,160.45800000000003,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ01,2026-02-11 19:41:25.824,2026-02-11 19:41:56.301,30.477,30.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ02,2026-02-11 19:42:33.398,2026-02-11 19:43:52.892,79.494,720.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ03,2026-02-11 19:44:05.269,2026-02-11 19:44:22.105,16.836,17.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ04,2026-02-11 19:44:43.371,2026-02-11 19:44:47.356,3.985,4.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,True
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ06,2026-02-11 19:45:14.738,2026-02-11 19:49:45.983,271.245,257.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ07,2026-02-11 19:50:19.053,2026-02-11 19:53:15.459,176.406,75.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ09,2026-02-11 19:53:42.962,2026-02-11 19:54:45.680,62.718,56.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ10,2026-02-11 19:55:10.176,2026-02-11 19:57:36.843,146.667,127.0,0.0,"0,0",A7 동리벳_인서트압입,A7,False,710.48125,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ12,2026-02-11 19:58:17.363,2026-02-11 19:58:52.245,34.882,32.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC00,EQ11,2026-02-11 19:59:12.091,2026-02-11 20:00:15.222,63.131,63.0,0.0,"0,0",A8 핸들_룸미러 조립 공정,A8,False,69.02625000000002,False
PRD1000-260211041-0001,260211041,PRD1000,PRD1000-260211041,RC01,EQ12,2026-02-11 20:00:37.371,2026-02-11 20:02:49.172,131.801,131.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ01,2026-02-12 09:51:17.921,2026-02-12 09:51:49.690,31.769,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ03,2026-02-12 09:53:35.942,2026-02-12 09:55:51.624,135.682,134.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ04,2026-02-12 09:56:12.996,2026-02-12 09:56:15.122,2.126,2.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ06,2026-02-12 09:56:42.475,2026-02-12 10:02:06.748,324.273,311.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ07,2026-02-12 10:02:38.631,2026-02-12 10:05:35.341,176.71,76.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ09,2026-02-12 10:06:01.821,2026-02-12 10:09:27.408,205.587,74.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ10,2026-02-12 10:09:52.411,2026-02-12 10:14:14.276,261.865,177.0,0.0,"0,0",A7 동리벳_인서트압입,A7,False,710.48125,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ12,2026-02-12 10:14:57.058,2026-02-12 10:15:46.632,49.574,42.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC00,EQ11,2026-02-12 10:16:06.949,2026-02-12 10:17:10.423,63.474,63.0,0.0,"0,0",A8 핸들_룸미러 조립 공정,A8,False,69.02625000000002,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC01,EQ12,2026-02-12 10:17:32.877,2026-02-12 10:21:58.119,265.242,262.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212003-0001,260212003,PRD1000,PRD1000-260212003,RC01,EQ14,2026-02-12 10:37:28.702,2026-02-12 10:40:15.539,166.837,1494.0,0.0,"0,0",AMR_LD250,AMR_LD250,False,160.45800000000003,True
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ01,2026-02-12 10:51:34.938,2026-02-12 10:52:06.713,31.775,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ02,2026-02-12 10:52:32.639,2026-02-12 10:55:17.404,164.765,1476.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ03,2026-02-12 10:55:30.184,2026-02-12 10:55:53.137,22.953,22.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ04,2026-02-12 10:56:15.146,2026-02-12 10:56:17.289,2.143,3.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ06,2026-02-12 10:56:43.939,2026-02-12 11:01:56.343,312.404,298.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ07,2026-02-12 11:02:27.735,2026-02-12 11:05:09.682,161.947,77.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ09,2026-02-12 11:05:36.691,2026-02-12 11:08:10.314,153.623,73.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ10,2026-02-12 11:08:34.226,2026-02-12 11:11:46.853,192.627,177.0,0.0,"0,0",A7 동리벳_인서트압입,A7,False,710.48125,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ12,2026-02-12 11:12:27.593,2026-02-12 11:13:02.510,34.917,33.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC00,EQ11,2026-02-12 11:13:22.615,2026-02-12 11:14:25.886,63.271,63.0,0.0,"0,0",A8 핸들_룸미러 조립 공정,A8,False,69.02625000000002,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC01,EQ12,2026-02-12 11:14:48.218,2026-02-12 11:17:43.772,175.554,173.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212006-0001,260212006,PRD1000,PRD1000-260212006,RC01,EQ05,2026-02-12 11:18:21.310,2026-02-12 11:19:21.429,60.119,60.0,0.0,"0,0",A3 완제품 및 NG 배출부,A3,False,65.48349999999999,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ01,2026-02-12 11:08:26.987,2026-02-12 11:08:58.676,31.689,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ02,2026-02-12 11:10:18.604,2026-02-12 11:11:26.964,68.36,612.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ03,2026-02-12 11:11:38.870,2026-02-12 11:12:46.110,67.24,66.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ04,2026-02-12 11:13:09.093,2026-02-12 11:13:11.336,2.243,3.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ06,2026-02-12 11:14:23.857,2026-02-12 11:22:02.013,458.156,443.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ07,2026-02-12 11:22:33.571,2026-02-12 11:26:02.292,208.721,78.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ09,2026-02-12 11:26:29.449,2026-02-12 11:29:24.868,175.419,73.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ10,2026-02-12 11:29:49.746,2026-02-12 11:33:19.746,210.0,186.0,0.0,"0,0",A7 동리벳_인서트압입,A7,False,710.48125,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ12,2026-02-12 11:34:01.103,2026-02-12 11:34:36.083,34.98,32.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC00,EQ11,2026-02-12 11:34:55.994,2026-02-12 11:40:27.420,331.426,328.0,0.0,"0,0",A8 핸들_룸미러 조립 공정,A8,False,69.02625000000002,True
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC01,EQ12,2026-02-12 11:40:50.109,2026-02-12 11:42:32.636,102.527,101.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC01,EQ05,2026-02-12 11:43:08.695,2026-02-12 11:44:08.289,59.594,59.0,0.0,"0,0",A3 완제품 및 NG 배출부,A3,False,65.48349999999999,False
PRD1000-260212009-0001,260212009,PRD1000,PRD1000-260212009,RC01,EQ14,2026-02-12 11:47:06.407,2026-02-12 11:49:47.214,160.807,1431.0,0.0,"0,0",AMR_LD250,AMR_LD250,False,160.45800000000003,True
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ01,2026-02-12 20:07:48.830,2026-02-12 20:08:20.629,31.799,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ02,2026-02-12 20:08:51.070,2026-02-12 20:09:59.456,68.386,612.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ03,2026-02-12 20:10:12.217,2026-02-12 20:10:29.036,16.819,16.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ04,2026-02-12 20:10:53.192,2026-02-12 20:10:55.315,2.123,2.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ06,2026-02-12 20:11:23.914,2026-02-12 20:16:33.172,309.258,295.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ07,2026-02-12 20:17:06.172,2026-02-12 20:20:00.112,173.94,76.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ09,2026-02-12 20:20:27.671,2026-02-12 20:23:07.229,159.558,73.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ10,2026-02-12 20:23:30.861,2026-02-12 20:26:03.947,153.086,138.0,0.0,"0,0",A7 동리벳_인서트압입,A7,False,710.48125,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ12,2026-02-12 20:26:45.828,2026-02-12 20:27:20.838,35.01,33.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC00,EQ11,2026-02-12 20:27:41.459,2026-02-12 20:28:45.058,63.599,63.0,0.0,"0,0",A8 핸들_룸미러 조립 공정,A8,False,69.02625000000002,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC01,EQ12,2026-02-12 20:29:06.767,2026-02-12 20:31:32.601,145.834,144.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260212021-0001,260212021,PRD1000,PRD1000-260212021,RC01,EQ05,2026-02-12 20:32:09.309,2026-02-12 20:33:09.494,60.185,60.0,0.0,"0,0",A3 완제품 및 NG 배출부,A3,False,65.48349999999999,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ01,2026-02-13 11:04:25.052,2026-02-13 11:04:56.894,31.842,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ02,2026-02-13 11:05:58.957,2026-02-13 11:08:27.484,148.527,1332.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ03,2026-02-13 11:08:40.172,2026-02-13 11:15:20.014,399.842,396.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,True
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ04,2026-02-13 11:15:41.978,2026-02-13 11:15:44.118,2.14,2.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ06,2026-02-13 11:16:10.853,2026-02-13 11:21:55.618,344.765,330.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ07,2026-02-13 11:22:36.192,2026-02-13 11:26:01.740,205.548,76.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ09,2026-02-13 11:26:28.705,2026-02-13 11:32:43.043,374.338,74.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ10,2026-02-13 11:33:07.447,2026-02-13 11:36:20.513,193.066,177.0,0.0,"0,0",A7 동리벳_인서트압입,A7,False,710.48125,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ12,2026-02-13 11:37:01.561,2026-02-13 11:37:36.528,34.967,33.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC00,EQ11,2026-02-13 11:37:57.854,2026-02-13 11:39:01.378,63.524,63.0,0.0,"0,0",A8 핸들_룸미러 조립 공정,A8,False,69.02625000000002,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC01,EQ12,2026-02-13 11:39:24.198,2026-02-13 11:42:09.116,164.918,163.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260213008-0001,260213008,PRD1000,PRD1000-260213008,RC01,EQ05,2026-02-13 11:42:45.020,2026-02-13 11:44:15.606,90.586,90.0,0.0,"0,0",A3 완제품 및 NG 배출부,A3,False,65.48349999999999,True
PRD1000-260213010-0001,260213010,PRD1000,PRD1000-260213010,RC00,EQ01,2026-02-13 11:36:45.879,2026-02-13 11:37:17.631,31.752,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260213010-0001,260213010,PRD1000,PRD1000-260213010,RC00,EQ02,2026-02-13 11:37:44.729,2026-02-13 11:38:52.738,68.009,612.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260213010-0001,260213010,PRD1000,PRD1000-260213010,RC00,EQ03,2026-02-13 11:39:05.320,2026-02-13 11:39:22.166,16.846,17.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260213010-0001,260213010,PRD1000,PRD1000-260213010,RC00,EQ04,2026-02-13 11:39:44.126,2026-02-13 11:39:46.369,2.243,2.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260213010-0001,260213010,PRD1000,PRD1000-260213010,RC00,EQ06,2026-02-13 11:40:13.048,2026-02-13 11:45:20.612,307.564,293.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260224001-0001,260224001,PRD1000,PRD1000-260224001,RC00,EQ01,2026-02-24 09:58:42.954,2026-02-24 09:59:16.207,33.253,33.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ01,2026-02-25 18:11:19.048,2026-02-25 18:11:50.902,31.854,31.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ02,2026-02-25 18:12:23.362,2026-02-25 18:13:47.137,83.775,756.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ03,2026-02-25 18:14:00.578,2026-02-25 18:15:35.747,95.169,94.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ04,2026-02-25 18:15:58.226,2026-02-25 18:16:00.464,2.238,2.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ06,2026-02-25 18:16:29.223,2026-02-25 18:23:02.421,393.198,378.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ07,2026-02-25 18:23:34.846,2026-02-25 18:27:25.691,230.845,75.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ09,2026-02-25 18:27:51.225,2026-02-25 18:29:20.746,89.521,74.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ10,2026-02-25 18:29:45.350,2026-02-25 18:32:57.626,192.276,176.0,0.0,"0,0",A7 동리벳_인서트압입,A7,False,710.48125,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ12,2026-02-25 18:35:39.486,2026-02-25 18:36:14.428,34.942,33.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260225012-0001,260225012,PRD1000,PRD1000-260225012,RC00,EQ11,2026-02-25 18:36:35.175,2026-02-25 18:37:48.332,73.157,72.0,0.0,"0,0",A8 핸들_룸미러 조립 공정,A8,False,69.02625000000002,True
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ01,2026-02-25 19:27:21.552,2026-02-25 19:27:53.280,31.728,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ02,2026-02-25 19:28:28.106,2026-02-25 19:29:44.962,76.856,684.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ03,2026-02-25 19:29:58.246,2026-02-25 19:31:24.205,85.959,85.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ04,2026-02-25 19:31:49.212,2026-02-25 19:31:51.341,2.129,2.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ06,2026-02-25 19:32:21.906,2026-02-25 19:37:33.126,311.22,297.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ07,2026-02-25 19:38:05.818,2026-02-25 19:41:00.147,174.329,73.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ09,2026-02-25 19:41:27.607,2026-02-25 19:44:13.881,166.274,73.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ10,2026-02-25 19:44:39.649,2026-02-25 19:47:28.542,168.893,167.0,0.0,"0,0",A7 동리벳_인서트압입,A7,False,710.48125,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ12,2026-02-25 19:48:11.551,2026-02-25 19:48:50.304,38.753,33.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC00,EQ11,2026-02-25 19:49:10.644,2026-02-25 19:50:52.350,101.706,101.0,0.0,"0,0",A8 핸들_룸미러 조립 공정,A8,False,69.02625000000002,True
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC01,EQ12,2026-02-25 19:51:13.998,2026-02-25 19:52:55.714,101.716,101.0,0.0,"0,0",A9-2 코어검사-혼조립_외관검사,A9_2,False,330.91200000000003,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC01,EQ05,2026-02-25 19:53:34.175,2026-02-25 19:54:33.733,59.558,59.0,0.0,"0,0",A3 완제품 및 NG 배출부,A3,False,65.48349999999999,False
PRD1000-260225013-0001,260225013,PRD1000,PRD1000-260225013,RC01,EQ14,2026-02-25 19:57:19.844,2026-02-25 19:59:31.766,131.922,1179.0,0.0,"0,0",AMR_LD250,AMR_LD250,False,160.45800000000003,False
PRD1000-260225015-0001,260225015,PRD1000,PRD1000-260225015,RC00,EQ01,2026-02-25 22:15:51.623,2026-02-25 22:16:23.474,31.851,32.0,0.0,"0,0",C1 원자재 창고,C1_RAW_STORAGE,False,62.07725000000001,False
PRD1000-260225015-0001,260225015,PRD1000,PRD1000-260225015,RC00,EQ02,2026-02-25 22:17:22.362,2026-02-25 22:18:42.834,80.472,720.0,0.0,"0,0",AMR_LD90,AMR_LD90,False,279.40349999999995,False
PRD1000-260225015-0001,260225015,PRD1000,PRD1000-260225015,RC00,EQ03,2026-02-25 22:18:55.615,2026-02-25 22:19:26.538,30.923000000000002,30.0,0.0,"0,0",A1 소재 공급,A1,False,306.27862500000003,False
PRD1000-260225015-0001,260225015,PRD1000,PRD1000-260225015,RC00,EQ04,2026-02-25 22:19:51.043,2026-02-25 22:19:53.170,2.127,2.0,0.0,"0,0",A2 수입 검사,A2,False,2.407,False
PRD1000-260225015-0001,260225015,PRD1000,PRD1000-260225015,RC00,EQ06,2026-02-25 22:20:22.790,2026-02-25 22:28:22.856,480.066,465.0,0.0,"0,0",A4 사상제거 & 레이저마킹 CELL,A4,False,1156.9645,False
PRD1000-260225015-0001,260225015,PRD1000,PRD1000-260225015,RC00,EQ07,2026-02-25 22:29:02.095,2026-02-25 22:35:15.308,373.213,73.0,0.0,"0,0",A5 핸들브로칭가공_룸미러 가조립 공정,A5,False,442.08700000000005,False
PRD1000-260225015-0001,260225015,PRD1000,PRD1000-260225015,RC00,EQ09,2026-02-25 22:35:45.048,2026-02-25 23:01:48.325,1563.277,68.0,0.0,"0,0",A6 드릴 및 TAP - 코나,A6_KONA,False,396.41225,True
