type,PRD_SRL_NO,CMP_EQ_ID,REG_DT
STR_WITHOUT_END,PRD2000-260312002-0001,EQ01,2026-03-12 16:53:54.135
STR_WITHOUT_END,PRD2000-260312002-0001,EQ14,2026-03-12 16:50:40.104
STR_WITHOUT_END,PRD2000-260312004-0001,EQ01,2026-03-12 17:17:03.531
STR_WITHOUT_END,PRD2000-260312004-0001,EQ02,2026-03-12 17:15:32.723
STR_WITHOUT_END,PRD2000-260312004-0002,EQ01,2026-03-12 17:22:56.359
STR_WITHOUT_END,PRD2000-260312004-0002,EQ02,2026-03-12 17:21:31.269
STR_WITHOUT_END,PRD2000-260316001-0001,EQ01,2026-03-16 15:19:21.581
STR_WITHOUT_END,PRD2000-260316001-0001,EQ02,2026-03-16 15:18:05.010
STR_WITHOUT_END,PRD2000-260316002-0001,EQ01,2026-03-16 16:07:58.636
STR_WITHOUT_END,PRD2000-260316002-0001,EQ02,2026-03-16 11:35:04.544
STR_WITHOUT_END,PRD2000-260316002-0001,EQ02,2026-03-16 16:06:29.057
STR_WITHOUT_END,PRD2000-260316002-0001,EQ14,2026-03-16 16:04:35.521
STR_WITHOUT_END,PRD2000-260316003-0001,EQ01,2026-03-16 15:26:00.018
STR_WITHOUT_END,PRD2000-260316003-0001,EQ02,2026-03-16 15:24:28.821
STR_WITHOUT_END,PRD2000-260316005-0001,EQ01,2026-03-16 16:45:06.857
STR_WITHOUT_END,PRD2000-260316005-0001,EQ02,2026-03-16 15:14:25.723
STR_WITHOUT_END,PRD2000-260316005-0001,EQ02,2026-03-16 16:43:38.687
STR_WITHOUT_END,PRD2000-260325005-0001,EQ01,2026-03-25 17:06:41.450
STR_WITHOUT_END,PRD2000-260325005-0001,EQ02,2026-03-25 17:05:13.272
STR_WITHOUT_END,PRD2000-260327001-0001,EQ06,2026-03-27 18:00:18.089
STR_WITHOUT_END,PRD2000-260327002-0001,EQ02,2026-03-27 16:47:32.972
STR_WITHOUT_END,PRD2000-260327002-0001,EQ07,2026-03-27 18:10:57.155
STR_WITHOUT_END,PRD2000-260330004-0001,EQ02,2026-03-30 16:22:38.327
STR_WITHOUT_END,PRD2000-260403001-0001,EQ02,2026-04-03 14:32:43.541
STR_WITHOUT_END,PRD2000-260403001-0002,EQ02,2026-04-03 14:32:55.152
STR_WITHOUT_END,PRD2000-260403001-0002,EQ03,2026-04-03 14:34:16.780
STR_WITHOUT_END,PRD2000-260409003-0001,EQ01,2026-04-09 14:35:54.090
STR_WITHOUT_END,PRD2000-260416006-0001,EQ10,2026-04-16 15:08:03.769
STR_WITHOUT_END,PRD2000-260416006-0002,EQ10,2026-04-16 15:07:35.548
STR_WITHOUT_END,PRD2000-260416006-0003,EQ06,2026-04-16 15:01:25.816
STR_WITHOUT_END,PRD2000-260416006-0004,EQ06,2026-04-16 14:54:30.444
STR_WITHOUT_END,PRD2000-260416006-0005,EQ06,2026-04-16 15:04:21.190
STR_WITHOUT_END,PRD2000-260422001-0001,EQ03,2026-04-22 09:42:03.374
STR_WITHOUT_END,PRD2000-260422001-0002,EQ03,2026-04-22 09:38:34.752
STR_WITHOUT_END,PRD2000-260422001-0003,EQ03,2026-04-22 10:03:23.119
STR_WITHOUT_END,PRD2000-260422001-0004,EQ03,2026-04-22 10:02:51.441
STR_WITHOUT_END,PRD2000-260422001-0005,EQ05,2026-04-22 11:39:44.178
STR_WITHOUT_END,PRD2000-260422001-0006,EQ06,2026-04-22 10:12:24.484
STR_WITHOUT_END,PRD2000-260428001-0001,EQ08,2026-04-28 14:01:24.327
STR_WITHOUT_END,PRD2000-260428001-0002,EQ06,2026-04-28 13:50:59.994
STR_WITHOUT_END,PRD2000-260428001-0004,EQ01,2026-04-28 13:46:28.858
STR_WITHOUT_END,PRD2000-260428004-0001,EQ12,2026-04-28 16:24:35.849
STR_WITHOUT_END,PRD3001-260210004-0000,EQ03,2026-02-10 15:24:16.135
STR_WITHOUT_END,PRD3001-260210004-0000,EQ07,2026-02-10 15:25:10.940
STR_WITHOUT_END,PRD3001-260211004-0000,EQ01,2026-02-11 11:39:48.340
STR_WITHOUT_END,PRD3001-260212007-0001,EQ01,2026-02-12 11:06:15.860
STR_WITHOUT_END,PRD3001-260212007-0001,EQ02,2026-02-12 11:02:23.050
STR_WITHOUT_END,PRD3001-260212011-0001,EQ15,2026-02-12 17:22:12.094
STR_WITHOUT_END,PRD3001-260212012-0001,EQ03,2026-02-12 15:04:49.526
STR_WITHOUT_END,PRD3001-260212013-0001,EQ15,2026-02-12 17:48:38.822
STR_WITHOUT_END,PRD3001-260213007-0001,EQ01,2026-02-13 11:35:49.896
STR_WITHOUT_END,PRD3001-260213007-0001,EQ02,2026-02-13 11:34:31.266
STR_WITHOUT_END,PRD3001-260213007-0001,EQ13,2026-02-13 11:20:26.029
STR_WITHOUT_END,PRD3001-260225001-0001,EQ14,2026-02-25 11:08:05.897
STR_WITHOUT_END,PRD3001-260225002-0001,EQ14,2026-02-25 11:33:04.969
STR_WITHOUT_END,PRD3001-260225004-0001,EQ14,2026-02-25 20:45:52.421
STR_WITHOUT_END,PRD3001-260225007-0001,EQ14,2026-02-25 11:18:35.802
STR_WITHOUT_END,PRD3001-260225017-0002,EQ01,2026-02-25 23:10:17.632
STR_WITHOUT_END,PRD3001-260225017-0002,EQ02,2026-02-25 23:08:17.443
STR_WITHOUT_END,PRD3001-260304004-0001,EQ02,2026-03-04 14:26:08.690
STR_WITHOUT_END,PRD3001-260304007-0001,EQ07,2026-03-04 15:45:49.023
STR_WITHOUT_END,PRD3001-260305002-0001,EQ01,2026-03-05 22:20:11.600
STR_WITHOUT_END,PRD3001-260305002-0001,EQ02,2026-03-05 22:18:39.285
STR_WITHOUT_END,PRD3001-260305006-0001,EQ02,2026-03-05 19:22:34.100
STR_WITHOUT_END,PRD3001-260306003-0001,EQ02,2026-03-06 11:06:08.634
STR_WITHOUT_END,PRD3001-260306003-0001,EQ02,2026-03-06 17:50:44.550
STR_WITHOUT_END,PRD3001-260311003-0001,EQ01,2026-03-11 10:47:52.792
STR_WITHOUT_END,PRD3001-260311003-0001,EQ02,2026-03-11 10:46:23.586
STR_WITHOUT_END,PRD3001-260311003-0002,EQ01,2026-03-11 15:01:18.483
STR_WITHOUT_END,PRD3001-260311003-0002,EQ02,2026-03-11 14:59:49.823
STR_WITHOUT_END,PRD3001-260311003-0002,EQ14,2026-03-11 14:57:10.032
STR_WITHOUT_END,PRD3001-260311006-0001,EQ01,2026-03-11 11:27:43.023
STR_WITHOUT_END,PRD3001-260311006-0001,EQ02,2026-03-11 11:26:14.969
STR_WITHOUT_END,PRD3001-260311006-0001,EQ14,2026-03-11 11:24:23.965
STR_WITHOUT_END,PRD3001-260311012-0001,EQ01,2026-03-11 13:30:49.704
STR_WITHOUT_END,PRD3001-260311012-0001,EQ02,2026-03-11 13:29:15.651
STR_WITHOUT_END,PRD3001-260311012-0002,EQ02,2026-03-11 10:59:33.445
STR_WITHOUT_END,PRD3001-260311015-0001,EQ01,2026-03-11 14:48:20.343
STR_WITHOUT_END,PRD3001-260311015-0001,EQ02,2026-03-11 14:46:54.223
STR_WITHOUT_END,PRD3001-260311017-0001,EQ02,2026-03-11 14:41:44.815
STR_WITHOUT_END,PRD3001-260311029-0001,EQ01,2026-03-11 19:32:57.527
STR_WITHOUT_END,PRD3001-260311029-0001,EQ02,2026-03-11 19:31:29.296
STR_WITHOUT_END,PRD3001-260312005-0001,EQ01,2026-03-12 17:33:05.852
STR_WITHOUT_END,PRD3001-260312005-0001,EQ02,2026-03-12 17:31:38.977
STR_WITHOUT_END,PRD3001-260325002-0001,EQ03,2026-03-25 12:42:05.903
STR_WITHOUT_END,PRD3001-260330003-0002,EQ02,2026-03-30 16:19:11.844
STR_WITHOUT_END,PRD3001-260330008-0001,EQ02,2026-03-30 19:32:13.854
STR_WITHOUT_END,PRD3001-260331002-0001,EQ10,2026-03-31 12:02:54.101
STR_WITHOUT_END,PRD3001-260331003-0001,EQ02,2026-03-31 12:49:12.336
STR_WITHOUT_END,PRD3001-260407003-0001,EQ03,2026-04-07 11:10:49.019
STR_WITHOUT_END,PRD3001-260407005-0001,EQ03,2026-04-07 13:43:02.244
STR_WITHOUT_END,PRD3001-260414006-0001,EQ01,2026-04-14 17:08:00.345
STR_WITHOUT_END,PRD3001-260414006-0001,EQ02,2026-04-14 17:06:31.080
STR_WITHOUT_END,PRD3001-260414007-0001,EQ01,2026-04-14 17:28:37.056
STR_WITHOUT_END,PRD3001-260414007-0001,EQ02,2026-04-14 17:27:16.836
STR_WITHOUT_END,PRD3002-260211018-0001,EQ01,2026-02-11 14:05:34.241
STR_WITHOUT_END,PRD3002-260211018-0001,EQ02,2026-02-11 14:06:38.291
STR_WITHOUT_END,PRD3002-260211021-0001,EQ02,2026-02-11 14:18:59.193
STR_WITHOUT_END,PRD3002-260211035-0001,EQ07,2026-02-11 16:46:24.174
STR_WITHOUT_END,PRD3002-260211042-0001,EQ15,2026-02-12 15:39:33.492
STR_WITHOUT_END,PRD3002-260212002-0001,EQ15,2026-02-12 16:25:27.574
STR_WITHOUT_END,PRD3002-260212010-0001,EQ02,2026-02-12 11:52:08.977
STR_WITHOUT_END,PRD3002-260212010-0001,EQ13,2026-02-12 11:42:00.509
STR_WITHOUT_END,PRD3002-260212014-0001,EQ15,2026-02-12 19:33:35.650
STR_WITHOUT_END,PRD3002-260212016-0001,EQ14,2026-02-12 20:08:52.036
STR_WITHOUT_END,PRD3002-260225008-0001,EQ02,2026-02-25 13:46:07.858
STR_WITHOUT_END,PRD3002-260225008-0001,EQ07,2026-02-25 13:27:35.292
STR_WITHOUT_END,PRD3002-260225014-0001,EQ14,2026-02-25 20:30:28.655
STR_WITHOUT_END,PRD3002-260225018-0001,EQ01,2026-02-25 23:13:40.863
STR_WITHOUT_END,PRD3002-260225018-0001,EQ02,2026-02-25 22:35:05.505
STR_WITHOUT_END,PRD3002-260225018-0001,EQ02,2026-02-25 23:12:08.884
STR_WITHOUT_END,PRD3002-260306002-0001,EQ01,2026-03-06 17:37:42.419
STR_WITHOUT_END,PRD3002-260306002-0001,EQ02,2026-03-06 17:36:18.421
STR_WITHOUT_END,PRD3002-260311004-0001,EQ01,2026-03-11 14:55:28.459
STR_WITHOUT_END,PRD3002-260311004-0001,EQ02,2026-03-11 14:54:04.274
STR_WITHOUT_END,PRD3002-260311005-0001,EQ01,2026-03-11 13:35:14.534
STR_WITHOUT_END,PRD3002-260311005-0001,EQ02,2026-03-11 13:33:43.308
STR_WITHOUT_END,PRD3002-260311011-0001,EQ02,2026-03-11 10:55:47.325
STR_WITHOUT_END,PRD3002-260311030-0001,EQ01,2026-03-12 09:07:46.257
STR_WITHOUT_END,PRD3002-260311030-0001,EQ02,2026-03-12 09:04:45.493
STR_WITHOUT_END,PRD3002-260312009-0001,EQ01,2026-03-12 17:28:33.939
STR_WITHOUT_END,PRD3002-260312009-0001,EQ02,2026-03-12 17:27:09.400
STR_WITHOUT_END,PRD3002-260326001-0001,EQ03,2026-03-26 16:19:08.915
STR_WITHOUT_END,PRD3002-260407002-0001,EQ01,2026-04-07 10:45:41.348
STR_WITHOUT_END,PRD3002-260407004-0001,EQ03,2026-04-07 11:10:20.747
STR_WITHOUT_END,PRD3002-260407006-0001,EQ03,2026-04-07 13:42:34.913
